area_id,latitude,longitude,is_synthetic
IN-00050,20.201183825348817,85.74607828539867,YES_SYNTHETIC
IN-00051,20.202385837137346,85.85178208225275,YES_SYNTHETIC
IN-00052,20.258971196215263,85.82621413823294,YES_SYNTHETIC
IN-00053,20.377613294785217,85.77435844582978,YES_SYNTHETIC
IN-00054,20.278176584607124,85.8756102277086,YES_SYNTHETIC
IN-00055,20.241859633098322,85.73989598196576,YES_SYNTHETIC
IN-00056,20.254050290582754,85.7567442574508,YES_SYNTHETIC
IN-00057,20.382039530468514,85.88612407591289,YES_SYNTHETIC
IN-00058,20.322780751302084,85.89879211803755,YES_SYNTHETIC
IN-00059,20.356834415379822,85.7618140117772,YES_SYNTHETIC
IN-00060,20.374611799697995,85.83236844838314,YES_SYNTHETIC
IN-00061,20.35758803103281,85.9037182599847,YES_SYNTHETIC
IN-00062,20.259700694994372,85.74651038490553,YES_SYNTHETIC
IN-00063,20.241687032508388,85.80992155772525,YES_SYNTHETIC
IN-00064,20.3597029531845,85.89664611665127,YES_SYNTHETIC
IN-00065,20.19749042610624,85.82664946051551,YES_SYNTHETIC
IN-00066,20.279582200629754,85.76892156209415,YES_SYNTHETIC
IN-00067,20.220073073466736,85.79202303428073,YES_SYNTHETIC
IN-00068,20.384681940782503,85.78914058640414,YES_SYNTHETIC
IN-00069,20.299858124348674,85.86510379177903,YES_SYNTHETIC
IN-00070,20.26882592047586,85.91885641654419,YES_SYNTHETIC
IN-00071,20.38858945898842,85.77485645916508,YES_SYNTHETIC
IN-00072,20.295549701178476,85.78467566196335,YES_SYNTHETIC
IN-00073,20.25306809887549,85.73187738947091,YES_SYNTHETIC
IN-00074,20.31801286679598,85.82503580464578,YES_SYNTHETIC
IN-00075,20.206395750249996,85.78022929284732,YES_SYNTHETIC
IN-00076,20.37775317719333,85.7724123781334,YES_SYNTHETIC
IN-00077,20.225078974418246,85.82239055205551,YES_SYNTHETIC
IN-00078,20.39323009082212,85.7729110543023,YES_SYNTHETIC
IN-00079,20.330527109481174,85.87682392306574,YES_SYNTHETIC
IN-00080,20.24362750879848,85.87014326972238,YES_SYNTHETIC
IN-00081,20.26965662654385,85.85096116611872,YES_SYNTHETIC
IN-00082,20.32280594215218,85.83165493681496,YES_SYNTHETIC
IN-00083,20.21415795401088,85.89156049911784,YES_SYNTHETIC
IN-00084,20.260256012994347,85.76180370207997,YES_SYNTHETIC
IN-00085,20.204255028310953,85.84267858863765,YES_SYNTHETIC
IN-00086,20.331612872368456,85.72781756578557,YES_SYNTHETIC
IN-00087,20.298518611659855,85.76979915503959,YES_SYNTHETIC
IN-00088,20.32513455808189,85.759373285801,YES_SYNTHETIC
IN-00089,20.33428754762049,85.8018470692601,YES_SYNTHETIC
IN-00090,20.383445997747344,85.7520041888292,YES_SYNTHETIC
IN-00091,20.26431327021005,85.74719470424812,YES_SYNTHETIC
IN-00092,20.381038723655713,85.89996787067619,YES_SYNTHETIC
IN-00093,20.24768832554303,85.85649680920683,YES_SYNTHETIC
IN-00094,20.359544440040242,85.83554016231989,YES_SYNTHETIC
IN-00095,20.3020301156712,85.7728704581801,YES_SYNTHETIC
IN-00096,20.21472055356118,85.90394315159067,YES_SYNTHETIC
IN-00097,20.376183611432666,85.85112029145465,YES_SYNTHETIC
IN-00098,20.26390595820974,85.79434191492253,YES_SYNTHETIC
IN-00099,20.341291135774046,85.90392205199052,YES_SYNTHETIC
IN-00100,20.373517284853023,85.88047510917153,YES_SYNTHETIC
IN-00101,20.324506329230857,85.741327992999,YES_SYNTHETIC
IN-00102,20.22842574281892,85.90421083770542,YES_SYNTHETIC
IN-00103,20.317385811931917,85.72633941032332,YES_SYNTHETIC
IN-00104,20.216394308573207,85.85720035382161,YES_SYNTHETIC
IN-00105,20.197112316769243,85.7566616102835,YES_SYNTHETIC
IN-00106,20.305846757873315,85.86287903953854,YES_SYNTHETIC
IN-00107,20.32649225190052,85.76935386189211,YES_SYNTHETIC
IN-00108,20.338535844269508,85.77194981749936,YES_SYNTHETIC
IN-00109,20.26117993963185,85.87379828102361,YES_SYNTHETIC
IN-00110,20.326026579809444,85.89434468209883,YES_SYNTHETIC
IN-00111,20.32762257846007,85.83816172066709,YES_SYNTHETIC
IN-00112,20.214834953565617,85.79804316061188,YES_SYNTHETIC
IN-00113,20.249140473536343,85.77329792867582,YES_SYNTHETIC
IN-00114,20.39070211095049,85.80311954493335,YES_SYNTHETIC
IN-00115,20.37450931103542,85.85072772519945,YES_SYNTHETIC
IN-00116,20.35506226070833,85.82502741862103,YES_SYNTHETIC
IN-00117,20.311480776925272,85.82300353876377,YES_SYNTHETIC
IN-00118,20.235148597559608,85.8689904230523,YES_SYNTHETIC
IN-00119,20.252254472488172,85.72936319328629,YES_SYNTHETIC
IN-00120,20.325194459181432,85.75992213588141,YES_SYNTHETIC
IN-00121,20.384191716870582,85.91528571540051,YES_SYNTHETIC
IN-00122,20.379072878044088,85.79853174005109,YES_SYNTHETIC
IN-00123,20.199191323305772,85.91016371251754,YES_SYNTHETIC
IN-00124,20.281736829663462,85.91783096380874,YES_SYNTHETIC
IN-00125,20.388823995417848,85.89510189109347,YES_SYNTHETIC
IN-00126,20.254989778413915,85.80151954572038,YES_SYNTHETIC
IN-00127,20.36632733430337,85.78788440103125,YES_SYNTHETIC
IN-00128,20.229998549337218,85.83586025249167,YES_SYNTHETIC
IN-00129,20.383330954832154,85.863705959335,YES_SYNTHETIC
IN-00130,20.310112234017872,85.74393529875415,YES_SYNTHETIC
IN-00131,20.319101445339832,85.92251077002085,YES_SYNTHETIC
IN-00132,20.224116803047306,85.82816593047275,YES_SYNTHETIC
IN-00133,20.37157461438559,85.87265372355084,YES_SYNTHETIC
IN-00134,20.335503148199052,85.86499681679743,YES_SYNTHETIC
IN-00135,20.26799823024395,85.7832183688529,YES_SYNTHETIC
IN-00136,20.3579722310957,85.88652267893583,YES_SYNTHETIC
IN-00137,20.36951446371602,85.9071481105113,YES_SYNTHETIC
IN-00138,20.298368479772186,85.82480325893744,YES_SYNTHETIC
IN-00139,20.355759035793355,85.85449278615555,YES_SYNTHETIC
IN-00140,20.33649337545154,85.88365853388721,YES_SYNTHETIC
IN-00141,20.37410106836351,85.79209903137031,YES_SYNTHETIC
IN-00142,20.271216590527988,85.74329638796817,YES_SYNTHETIC
IN-00143,20.311756028199234,85.73168845475935,YES_SYNTHETIC
IN-00144,20.289219603626492,85.83302892694151,YES_SYNTHETIC
IN-00145,20.253408250425657,85.8426666521138,YES_SYNTHETIC
IN-00146,20.20220004998781,85.73196963774984,YES_SYNTHETIC
IN-00147,20.36062011213193,85.79653812828225,YES_SYNTHETIC
IN-00148,20.221512102530376,85.82894865201096,YES_SYNTHETIC
IN-00149,20.350098710619722,85.76766420549937,YES_SYNTHETIC
IN-00150,20.3206780951638,85.74156949299875,YES_SYNTHETIC
IN-00151,20.20643634423372,85.83077092631363,YES_SYNTHETIC
IN-00152,20.30422702432202,85.85198598029965,YES_SYNTHETIC
IN-00153,20.34131826674453,85.91967041589251,YES_SYNTHETIC
IN-00154,20.29936006966024,85.78909129458825,YES_SYNTHETIC
IN-00155,20.35513723895374,85.77866645025242,YES_SYNTHETIC
IN-00156,20.283894284141127,85.74019127626845,YES_SYNTHETIC
IN-00157,20.20117014868309,85.91702968293559,YES_SYNTHETIC
IN-00158,20.36329602410244,85.86369484121875,YES_SYNTHETIC
IN-00159,20.277890588882855,85.75915886401417,YES_SYNTHETIC
IN-00160,20.227387408534216,85.77454857963292,YES_SYNTHETIC
IN-00161,20.305945332941224,85.86741918454001,YES_SYNTHETIC
IN-00162,20.328139475343544,85.7804867793892,YES_SYNTHETIC
IN-00163,20.38707305613264,85.87207938333916,YES_SYNTHETIC
IN-00164,20.30697081050228,85.84684414924688,YES_SYNTHETIC
IN-00165,20.280020012485558,85.77404619790023,YES_SYNTHETIC
IN-00166,20.26729453573025,85.87606922209288,YES_SYNTHETIC
IN-00167,20.198978697725952,85.74771452810138,YES_SYNTHETIC
IN-00168,20.20530052840435,85.7326457604638,YES_SYNTHETIC
IN-00169,20.3671921168022,85.86523157187601,YES_SYNTHETIC
IN-00170,20.290934765817465,85.7440668321302,YES_SYNTHETIC
IN-00171,20.294423175023365,85.81919435415611,YES_SYNTHETIC
IN-00172,20.230740373982,85.8112703298476,YES_SYNTHETIC
IN-00173,20.275800946879475,85.84767001961045,YES_SYNTHETIC
IN-00174,20.32311873017353,85.73356080195441,YES_SYNTHETIC
IN-00175,20.271022522925293,85.84967198314284,YES_SYNTHETIC
IN-00176,20.296727251716018,85.89579796823766,YES_SYNTHETIC
IN-00177,20.327838726323787,85.75708688541629,YES_SYNTHETIC
IN-00178,20.210213749480086,85.85298385564127,YES_SYNTHETIC
IN-00179,20.201402262108324,85.8416551162547,YES_SYNTHETIC
IN-00180,20.38414604828499,85.83959483557517,YES_SYNTHETIC
IN-00181,20.273733985241304,85.85315764368848,YES_SYNTHETIC
IN-00182,20.2877505780983,85.83362335786319,YES_SYNTHETIC
IN-00183,20.384392961755303,85.80172052756015,YES_SYNTHETIC
IN-00184,20.38833811276478,85.90557012839122,YES_SYNTHETIC
IN-00185,20.235258226957857,85.73837226017503,YES_SYNTHETIC
IN-00186,20.216255600275485,85.7281443651303,YES_SYNTHETIC
IN-00187,20.214988592151183,85.86110135468327,YES_SYNTHETIC
IN-00188,20.210337729692046,85.78829512605876,YES_SYNTHETIC
IN-00189,20.36507506219389,85.72915438714716,YES_SYNTHETIC
IN-00190,20.358993696517786,85.78087095495468,YES_SYNTHETIC
IN-00191,20.21973296552433,85.86384743307283,YES_SYNTHETIC
IN-00192,20.321888569355977,85.89999440270542,YES_SYNTHETIC
IN-00193,20.343114208760777,85.88519618607697,YES_SYNTHETIC
IN-00194,20.25250691451426,85.75998790875595,YES_SYNTHETIC
IN-00195,20.34622295032817,85.88586694785346,YES_SYNTHETIC
IN-00196,20.394201028400133,85.80702353538229,YES_SYNTHETIC
IN-00197,20.270503617158557,85.8797825921484,YES_SYNTHETIC
IN-00198,20.264260708050603,85.91065146512071,YES_SYNTHETIC
IN-00199,20.367782550368602,85.810298805475,YES_SYNTHETIC
IN-00200,20.3462742135583,85.87540857481693,YES_SYNTHETIC
IN-00201,20.216724773767186,85.90501058133592,YES_SYNTHETIC
IN-00202,20.29715047448957,85.88979149322155,YES_SYNTHETIC
IN-00203,20.260109920206123,85.90360464569925,YES_SYNTHETIC
IN-00204,20.273940335746833,85.72666753029606,YES_SYNTHETIC
IN-00205,20.37717639528385,85.74275733535723,YES_SYNTHETIC
IN-00206,20.259962727518083,85.91451239341016,YES_SYNTHETIC
IN-00207,20.38622142938751,85.83918757762466,YES_SYNTHETIC
IN-00208,20.322467442433958,85.81418910439567,YES_SYNTHETIC
IN-00209,20.254742154339613,85.79023290907398,YES_SYNTHETIC
IN-00210,20.33060369121541,85.87497490588754,YES_SYNTHETIC
IN-00211,20.35441580874517,85.88242362855891,YES_SYNTHETIC
IN-00212,20.214341220609736,85.82338406094051,YES_SYNTHETIC
IN-00213,20.207611752003327,85.83440577646475,YES_SYNTHETIC
IN-00214,20.284406100274676,85.90204083655166,YES_SYNTHETIC
IN-00215,20.266283002510416,85.74791340328552,YES_SYNTHETIC
IN-00216,20.224698336410565,85.87680212634349,YES_SYNTHETIC
IN-00217,20.319743612663252,85.74472453522456,YES_SYNTHETIC
IN-00218,20.212921361223,85.86469382629183,YES_SYNTHETIC
IN-00219,20.210652601272837,85.88887201185807,YES_SYNTHETIC
IN-00220,20.3373484454313,85.74076975612839,YES_SYNTHETIC
IN-00221,20.213067542817036,85.92182791570023,YES_SYNTHETIC
IN-00222,20.270954159151223,85.79862842941338,YES_SYNTHETIC
IN-00223,20.3586599134515,85.91394971547678,YES_SYNTHETIC
IN-00224,20.393300212764572,85.87517563705178,YES_SYNTHETIC
IN-00225,20.271351917106184,85.74120014333974,YES_SYNTHETIC
IN-00226,20.351529383185486,85.83618084994716,YES_SYNTHETIC
IN-00227,20.280944401849393,85.90577087701895,YES_SYNTHETIC
IN-00228,20.21833949646123,85.82302502085817,YES_SYNTHETIC
IN-00229,20.19837072895348,85.81823212839882,YES_SYNTHETIC
IN-00230,20.207360655136366,85.74826358325362,YES_SYNTHETIC
IN-00231,20.21960524935542,85.8543420604232,YES_SYNTHETIC
IN-00232,20.345308975853083,85.84117375301943,YES_SYNTHETIC
IN-00233,20.388534509694907,85.79947411590474,YES_SYNTHETIC
IN-00234,20.25324241725637,85.8982198256379,YES_SYNTHETIC
IN-00235,20.24081916770389,85.91714450788812,YES_SYNTHETIC
IN-00236,20.198530894937964,85.91847576534153,YES_SYNTHETIC
IN-00237,20.204731982390115,85.90272862273962,YES_SYNTHETIC
IN-00238,20.30164022181726,85.92309295922387,YES_SYNTHETIC
IN-00239,20.21085931294708,85.83527085688027,YES_SYNTHETIC
IN-00240,20.38996050712382,85.82911956883403,YES_SYNTHETIC
IN-00241,20.321979727627053,85.86364973779692,YES_SYNTHETIC
IN-00242,20.287008212953555,85.85001161601681,YES_SYNTHETIC
IN-00243,20.31296286238462,85.9047316020982,YES_SYNTHETIC
IN-00244,20.20518927606829,85.78069263791845,YES_SYNTHETIC
IN-00245,20.38618229681531,85.90255275677818,YES_SYNTHETIC
IN-00246,20.287231350557143,85.84852651956031,YES_SYNTHETIC
IN-00247,20.251576236596225,85.76212423194475,YES_SYNTHETIC
IN-00248,20.288839680987994,85.79517044560521,YES_SYNTHETIC
IN-00249,20.312831222370175,85.740046927393,YES_SYNTHETIC
IN-00250,20.390978961533232,85.92174214889592,YES_SYNTHETIC
IN-00251,20.335732342803947,85.83171927326883,YES_SYNTHETIC
IN-00252,20.258005523257264,85.8872590039414,YES_SYNTHETIC
IN-00253,20.333046234510775,85.75702338786898,YES_SYNTHETIC
IN-00254,20.378285436898768,85.88900744858464,YES_SYNTHETIC
IN-00255,20.386059982658384,85.86964390167768,YES_SYNTHETIC
IN-00256,20.318783039187156,85.80814860725812,YES_SYNTHETIC
IN-00257,20.382645696670803,85.89771277790008,YES_SYNTHETIC
IN-00258,20.205143734021238,85.72977339489945,YES_SYNTHETIC
IN-00259,20.27139267337561,85.88661066615637,YES_SYNTHETIC
IN-00260,20.39355522586299,85.7545833782207,YES_SYNTHETIC
IN-00261,20.314926143070426,85.80067817132621,YES_SYNTHETIC
IN-00262,20.390082879562918,85.89292378462714,YES_SYNTHETIC
IN-00263,20.363765740942227,85.81823863195899,YES_SYNTHETIC
IN-00264,20.27906390046753,85.77918141438614,YES_SYNTHETIC
IN-00265,20.207375099330186,85.897444475251,YES_SYNTHETIC
IN-00266,20.358680201826015,85.92444353465723,YES_SYNTHETIC
IN-00267,20.39542736741478,85.83558634112053,YES_SYNTHETIC
IN-00268,20.349897483036102,85.91345314597649,YES_SYNTHETIC
IN-00269,20.36602947813548,85.77396962034864,YES_SYNTHETIC
IN-00270,20.28620882706202,85.7503318830303,YES_SYNTHETIC
IN-00271,20.386910205451745,85.84573492689017,YES_SYNTHETIC
IN-00272,20.241828561100693,85.85884013688117,YES_SYNTHETIC
IN-00273,20.319725648091577,85.79613254360657,YES_SYNTHETIC
IN-00274,20.218811518439924,85.85881463911856,YES_SYNTHETIC
IN-00275,20.300161540180756,85.87896367834713,YES_SYNTHETIC
IN-00276,20.3001327002224,85.8949363000637,YES_SYNTHETIC
IN-00277,20.306481367754895,85.83668759430708,YES_SYNTHETIC
IN-00278,20.371430720531666,85.80519657324248,YES_SYNTHETIC
IN-00279,20.222903045690128,85.73025653526267,YES_SYNTHETIC
IN-00280,20.347127451134725,85.84856191027069,YES_SYNTHETIC
IN-00281,20.336915953619844,85.76709283230178,YES_SYNTHETIC
IN-00282,20.223374295117353,85.72740893313357,YES_SYNTHETIC
IN-00283,20.26621751176132,85.84248353737092,YES_SYNTHETIC
IN-00284,20.274548809019947,85.81199498440475,YES_SYNTHETIC
IN-00285,20.376931738898747,85.79415109340466,YES_SYNTHETIC
IN-00286,20.29889789783196,85.88123060254823,YES_SYNTHETIC
IN-00287,20.275408556464253,85.84891734004557,YES_SYNTHETIC
IN-00288,20.368572741749347,85.91440412473153,YES_SYNTHETIC
IN-00289,20.225514696185808,85.9098175250323,YES_SYNTHETIC
IN-00290,20.294523258615907,85.7761488776598,YES_SYNTHETIC
IN-00291,20.28792715124765,85.9205065150571,YES_SYNTHETIC
IN-00292,20.294623618798575,85.7902503220575,YES_SYNTHETIC
IN-00293,20.322780170863343,85.77252912375563,YES_SYNTHETIC
IN-00294,20.21127266562173,85.75027594438212,YES_SYNTHETIC
IN-00295,20.221709167791552,85.75488053870247,YES_SYNTHETIC
IN-00296,20.22386543452988,85.85267494896064,YES_SYNTHETIC
IN-00297,20.23247601687983,85.79363345666478,YES_SYNTHETIC
IN-00298,20.375457681981203,85.81929232805257,YES_SYNTHETIC
IN-00299,20.329611547704204,85.75896397424033,YES_SYNTHETIC
IN-00300,20.23455780376173,85.7326737232533,YES_SYNTHETIC
IN-00301,20.229887012614434,85.78021806780639,YES_SYNTHETIC
IN-00302,20.231502096855348,85.74224050675141,YES_SYNTHETIC
IN-00303,20.22022717422012,85.81665575360654,YES_SYNTHETIC
IN-00304,20.237366743681157,85.79735397220962,YES_SYNTHETIC
IN-00305,20.29678345417097,85.86257896572587,YES_SYNTHETIC
IN-00306,20.203962427968218,85.88438207978182,YES_SYNTHETIC
IN-00307,20.32168007789818,85.74085180638977,YES_SYNTHETIC
IN-00308,20.370815724821355,85.90867448010636,YES_SYNTHETIC
IN-00309,20.208315591970972,85.77987552962944,YES_SYNTHETIC
IN-00310,20.35734025595861,85.87415193807674,YES_SYNTHETIC
IN-00311,20.233004203871275,85.76636986466734,YES_SYNTHETIC
IN-00312,20.270194420558276,85.82140459703821,YES_SYNTHETIC
IN-00313,20.31975095430606,85.79828272791396,YES_SYNTHETIC
IN-00314,20.28860694322663,85.87399418762675,YES_SYNTHETIC
IN-00315,20.20343664057812,85.77498738886881,YES_SYNTHETIC
IN-00316,20.33876991717691,85.90354136753744,YES_SYNTHETIC
IN-00317,20.29843548842313,85.83092269705307,YES_SYNTHETIC
IN-00318,20.217534402267955,85.81398247336469,YES_SYNTHETIC
IN-00319,20.302623453291005,85.77299410072695,YES_SYNTHETIC
IN-00320,20.249948646189875,85.79995683262092,YES_SYNTHETIC
IN-00321,20.200114239555546,85.78891583311663,YES_SYNTHETIC
IN-00322,20.23838960139931,85.78999947043559,YES_SYNTHETIC
IN-00323,20.22005242636385,85.90260545614798,YES_SYNTHETIC
IN-00324,20.31481849071081,85.8603204638289,YES_SYNTHETIC
IN-00325,20.353934247721465,85.82418843978581,YES_SYNTHETIC
IN-00326,20.213484057617485,85.8319213083637,YES_SYNTHETIC
IN-00327,20.313468223604175,85.87358789483686,YES_SYNTHETIC
IN-00328,20.282431909245936,85.75001606055912,YES_SYNTHETIC
IN-00329,20.252855181159745,85.79711645927972,YES_SYNTHETIC
IN-00330,20.32528344826632,85.83865566093378,YES_SYNTHETIC
IN-00331,20.26731934517957,85.9218030497586,YES_SYNTHETIC
IN-00332,20.317254963871378,85.7719453583472,YES_SYNTHETIC
IN-00333,20.21645649452408,85.75507182783687,YES_SYNTHETIC
IN-00334,20.2452915456769,85.75663627465191,YES_SYNTHETIC
IN-00335,20.23341340481026,85.78151903373877,YES_SYNTHETIC
IN-00336,20.23077471905895,85.90385308492529,YES_SYNTHETIC
IN-00337,20.212146749132327,85.82940227791406,YES_SYNTHETIC
IN-00338,20.278179365397932,85.92097572338172,YES_SYNTHETIC
IN-00339,20.218507780433608,85.80407111980915,YES_SYNTHETIC
IN-00340,20.389994086655072,85.89760142517879,YES_SYNTHETIC
IN-00341,20.359514414189857,85.77608056540899,YES_SYNTHETIC
IN-00342,20.23027751747801,85.85822864398489,YES_SYNTHETIC
IN-00343,20.381975197825515,85.83585257860278,YES_SYNTHETIC
IN-00344,20.310422537893977,85.78049581873206,YES_SYNTHETIC
IN-00345,20.349998586638385,85.76190874971151,YES_SYNTHETIC
IN-00346,20.26083584728085,85.80958728772329,YES_SYNTHETIC
IN-00347,20.29762207573689,85.77298194648301,YES_SYNTHETIC
IN-00348,20.21906736494784,85.84662400848833,YES_SYNTHETIC
IN-00349,20.25382611064805,85.84074764428452,YES_SYNTHETIC
IN-00350,20.22697254305484,85.82072802037096,YES_SYNTHETIC
IN-00351,20.302617886510316,85.73486470736448,YES_SYNTHETIC
IN-00352,20.263420855638785,85.7513829353878,YES_SYNTHETIC
IN-00353,20.208774994094554,85.92249204647798,YES_SYNTHETIC
IN-00354,20.260570768994945,85.88647488917093,YES_SYNTHETIC
IN-00355,20.247028130952753,85.86080054444479,YES_SYNTHETIC
IN-00356,20.348145571977938,85.84362774812156,YES_SYNTHETIC
IN-00357,20.290415237710032,85.80686818282945,YES_SYNTHETIC
IN-00358,20.2658736533086,85.91040582884956,YES_SYNTHETIC
IN-00359,20.362223881557544,85.9175053821333,YES_SYNTHETIC
IN-00360,20.220959444697108,85.87067349504073,YES_SYNTHETIC
IN-00361,20.383768091364207,85.76074661323314,YES_SYNTHETIC
IN-00362,20.209399253473354,85.87272412985801,YES_SYNTHETIC
IN-00363,20.31099462263598,85.89286575535165,YES_SYNTHETIC
IN-00364,20.224054475325257,85.88355346237198,YES_SYNTHETIC
IN-00365,20.23642546400955,85.75723118857314,YES_SYNTHETIC
IN-00366,20.228953159586197,85.88741494404627,YES_SYNTHETIC
IN-00367,20.32913944413924,85.82911308495382,YES_SYNTHETIC
IN-00368,20.2678660968247,85.89994010816262,YES_SYNTHETIC
IN-00369,20.274589021484527,85.88781988789431,YES_SYNTHETIC
IN-00370,20.283926981714043,85.79988888588498,YES_SYNTHETIC
IN-00371,20.28863595713392,85.78477557483284,YES_SYNTHETIC
IN-00372,20.34562187603525,85.8250440780185,YES_SYNTHETIC
IN-00373,20.242542539029362,85.90441491465491,YES_SYNTHETIC
IN-00374,20.27287824427464,85.8332105722228,YES_SYNTHETIC
IN-00375,20.377394422192907,85.84934759918279,YES_SYNTHETIC
IN-00376,20.219479608141672,85.9124664247227,YES_SYNTHETIC
IN-00377,20.321641610614282,85.79148112293142,YES_SYNTHETIC
IN-00378,20.223954414532678,85.88330503785406,YES_SYNTHETIC
IN-00379,20.320114551185704,85.83119221839526,YES_SYNTHETIC
IN-00380,20.374878516610192,85.8822194422449,YES_SYNTHETIC
IN-00381,20.22643497594655,85.78684441355911,YES_SYNTHETIC
IN-00382,20.245797827962893,85.87328925851453,YES_SYNTHETIC
IN-00383,20.202806486947154,85.83847793697426,YES_SYNTHETIC
IN-00384,20.348591737148137,85.89985312735234,YES_SYNTHETIC
IN-00385,20.264516349743182,85.8887514609344,YES_SYNTHETIC
IN-00386,20.21822634739104,85.8937904583469,YES_SYNTHETIC
IN-00387,20.221597732466396,85.80395745811208,YES_SYNTHETIC
IN-00388,20.35555907315591,85.75448348546975,YES_SYNTHETIC
IN-00389,20.241950279046527,85.86895051367861,YES_SYNTHETIC
IN-00390,20.340107307309214,85.85272952657706,YES_SYNTHETIC
IN-00391,20.33488968889342,85.83304488866952,YES_SYNTHETIC
IN-00392,20.24645981178139,85.79363919870079,YES_SYNTHETIC
IN-00393,20.232419543360283,85.90619011226673,YES_SYNTHETIC
IN-00394,20.312778358953224,85.80467028335273,YES_SYNTHETIC
IN-00395,20.288501160728824,85.91395666792236,YES_SYNTHETIC
IN-00396,20.226770280623214,85.84174596640337,YES_SYNTHETIC
IN-00397,20.29727773577689,85.84679084708694,YES_SYNTHETIC
IN-00398,20.199722036764168,85.89892478178884,YES_SYNTHETIC
IN-00399,20.382523656496723,85.83752663671784,YES_SYNTHETIC
IN-00400,20.335430164775378,85.90899987623546,YES_SYNTHETIC
IN-00401,20.337547726862677,85.75500780858285,YES_SYNTHETIC
IN-00402,20.311357672033363,85.84584300927658,YES_SYNTHETIC
IN-00403,20.280926134260476,85.87178884712495,YES_SYNTHETIC
IN-00404,20.3829734029538,85.90961370258135,YES_SYNTHETIC
IN-00405,20.286267874280824,85.74714760916815,YES_SYNTHETIC
IN-00406,20.393068239792466,85.89227961728919,YES_SYNTHETIC
IN-00407,20.221032536240653,85.90866837652348,YES_SYNTHETIC
IN-00408,20.370079272412426,85.82826761142522,YES_SYNTHETIC
IN-00409,20.314355087148986,85.80430054077402,YES_SYNTHETIC
IN-00410,20.207052327764405,85.79153944832917,YES_SYNTHETIC
